id,utterance,intent,slots,tool_name,tool_arguments,risk_level,requires_confirmation,expected_result,source,language,domain
c93b33cbdad5,go to Pictures,open_folder,"{""folder"": ""Pictures""}",open_folder,"{""folder"": ""Pictures""}",low,False,Pictures folder opened,synthetic_template,en,laptop_assistant
a61f77344709,hey jarvis set timer for 1 hour when possible,start_timer,"{""duration"": ""1 hour""}",start_timer,"{""duration"": ""1 hour""}",low,False,Timer set for 1 hour,synthetic_paraphrase_wrapper,en,laptop_assistant
09cadf333054,jarvis set sound to 65,set_volume,"{""level"": 65}",set_system_volume,"{""level"": 65}",low,False,Volume set to 65%,synthetic_template,en,laptop_assistant
0389b5598593,jarvis start a note about meeting points for me,create_note,"{""title"": ""meeting points""}",create_note,"{""content"": """", ""title"": ""meeting points""}",low,False,Note meeting points created,synthetic_paraphrase_wrapper,en,laptop_assistant
f3b98be7b2a3,jarvis power off this PC quickly,shutdown_system,{},shutdown_system,{},high,True,Shutdown confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
f0361a98b5c9,show me Visual Studio Code,switch_app,"{""app"": ""vscode"", ""display_name"": ""Visual Studio Code""}",switch_application,"{""app"": ""vscode""}",low,False,Visual Studio Code handled,synthetic_template,en,laptop_assistant
130666d6f1ba,bring up Terminal,open_app,"{""app"": ""terminal"", ""display_name"": ""Terminal""}",open_application,"{""app"": ""terminal""}",low,False,Terminal handled,synthetic_template,en,laptop_assistant
df1ac94f8689,open photo.xlsx when possible,open_file,"{""file_name"": ""photo.xlsx""}",open_file,"{""file_name"": ""photo.xlsx""}",medium,False,photo.xlsx opened,synthetic_paraphrase_wrapper,en,laptop_assistant
5a5bdbf10289,please shut down Settings right now,close_app,"{""app"": ""settings"", ""display_name"": ""Settings""}",close_application,"{""app"": ""settings""}",medium,False,Settings handled,synthetic_paraphrase_wrapper,en,laptop_assistant
6979a84467a9,jarvis open presentation.pdf right now,open_file,"{""file_name"": ""presentation.pdf""}",open_file,"{""file_name"": ""presentation.pdf""}",medium,False,presentation.pdf opened,synthetic_paraphrase_wrapper,en,laptop_assistant
6cb24a28d3f8,can you find notes files in Videos when possible,search_files,"{""file_type"": ""docx"", ""folder"": ""Videos"", ""query"": ""notes""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Videos"", ""query"": ""notes""}",low,False,Search results for notes,synthetic_paraphrase_wrapper,en,laptop_assistant
f5146a2a2d55,schedule team meeting tomorrow in 20 minutes please,create_calendar_event,"{""date"": ""tomorrow"", ""time"": ""in 20 minutes"", ""title"": ""team meeting""}",create_calendar_event,"{""date"": ""tomorrow"", ""time"": ""in 20 minutes"", ""title"": ""team meeting""}",medium,True,Calendar event confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
3aa54f558169,jarvis please close Calculator right now,close_app,"{""app"": ""calculator"", ""display_name"": ""Calculator""}",close_application,"{""app"": ""calculator""}",medium,False,Calculator handled,synthetic_paraphrase_wrapper,en,laptop_assistant
80bee76d0437,please set volume to 80 percent,set_volume,"{""level"": 80}",set_system_volume,"{""level"": 80}",low,False,Volume set to 80%,synthetic_paraphrase_wrapper,en,laptop_assistant
913e3c4df8e7,search for meeting pdf files in Documents,search_files,"{""file_type"": ""pdf"", ""folder"": ""Documents"", ""query"": ""meeting""}",search_files,"{""file_type"": ""pdf"", ""folder"": ""Documents"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_template,en,laptop_assistant
8d1365462549,start the script resize_images.py,run_script,"{""script_name"": ""resize_images.py""}",run_script,"{""script_name"": ""resize_images.py""}",high,True,Script execution confirmation required,synthetic_template,en,laptop_assistant
a3bd599c3504,i need you to open Documents quickly,open_folder,"{""folder"": ""Documents""}",open_folder,"{""folder"": ""Documents""}",low,False,Documents folder opened,synthetic_paraphrase_wrapper,en,laptop_assistant
483181f783ee,hey jarvis take me to Videos please,open_folder,"{""folder"": ""Videos""}",open_folder,"{""folder"": ""Videos""}",low,False,Videos folder opened,synthetic_paraphrase_wrapper,en,laptop_assistant
df30946f3819,can you look for meeting documents,search_files,"{""file_type"": ""py"", ""folder"": ""Documents"", ""query"": ""meeting""}",search_files,"{""file_type"": ""py"", ""folder"": ""Documents"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_paraphrase_wrapper,en,laptop_assistant
4d48d2fb9551,i need you to look for invoice documents for me,search_files,"{""file_type"": ""docx"", ""folder"": ""Projects"", ""query"": ""invoice""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Projects"", ""query"": ""invoice""}",low,False,Search results for invoice,synthetic_paraphrase_wrapper,en,laptop_assistant
41a708b896f5,i need you to close WhatsApp when possible,close_app,"{""app"": ""whatsapp"", ""display_name"": ""WhatsApp""}",close_application,"{""app"": ""whatsapp""}",medium,False,WhatsApp handled,synthetic_paraphrase_wrapper,en,laptop_assistant
a6387aab776a,look for presentation documents,search_files,"{""file_type"": ""pdf"", ""folder"": ""Desktop"", ""query"": ""presentation""}",search_files,"{""file_type"": ""pdf"", ""folder"": ""Desktop"", ""query"": ""presentation""}",low,False,Search results for presentation,synthetic_template,en,laptop_assistant
64bf69f470ae,i need you to go to Videos quickly,open_folder,"{""folder"": ""Videos""}",open_folder,"{""folder"": ""Videos""}",low,False,Videos folder opened,synthetic_paraphrase_wrapper,en,laptop_assistant
ea3c2149e044,i need you to show me txt files related to meeting when possible,search_files,"{""file_type"": ""txt"", ""folder"": ""Pictures"", ""query"": ""meeting""}",search_files,"{""file_type"": ""txt"", ""folder"": ""Pictures"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_paraphrase_wrapper,en,laptop_assistant
04e8a28a90f6,find invoice files in Documents,search_files,"{""file_type"": ""zip"", ""folder"": ""Documents"", ""query"": ""invoice""}",search_files,"{""file_type"": ""zip"", ""folder"": ""Documents"", ""query"": ""invoice""}",low,False,Search results for invoice,synthetic_template,en,laptop_assistant
c54c5c3c964c,quit Microsoft Edge,close_app,"{""app"": ""edge"", ""display_name"": ""Microsoft Edge""}",close_application,"{""app"": ""edge""}",medium,False,Microsoft Edge handled,synthetic_template,en,laptop_assistant
acd065a752d2,find assignment files in Desktop,search_files,"{""file_type"": ""py"", ""folder"": ""Desktop"", ""query"": ""assignment""}",search_files,"{""file_type"": ""py"", ""folder"": ""Desktop"", ""query"": ""assignment""}",low,False,Search results for assignment,synthetic_template,en,laptop_assistant
b69bd541e997,could you volume 60 percent quickly,set_volume,"{""level"": 60}",set_system_volume,"{""level"": 60}",low,False,Volume set to 60%,synthetic_paraphrase_wrapper,en,laptop_assistant
052f4d45a2e9,can you find budget files in Videos quickly,search_files,"{""file_type"": ""xlsx"", ""folder"": ""Videos"", ""query"": ""budget""}",search_files,"{""file_type"": ""xlsx"", ""folder"": ""Videos"", ""query"": ""budget""}",low,False,Search results for budget,synthetic_paraphrase_wrapper,en,laptop_assistant
a3ad74fad71c,please check my schedule on Friday for me,check_calendar,"{""date"": ""on Friday""}",check_calendar,"{""date"": ""on Friday""}",low,False,Calendar checked for on Friday,synthetic_paraphrase_wrapper,en,laptop_assistant
7aa8e039bef9,schedule class lecture next week at 9:30 am,create_calendar_event,"{""date"": ""next week"", ""time"": ""at 9:30 am"", ""title"": ""class lecture""}",create_calendar_event,"{""date"": ""next week"", ""time"": ""at 9:30 am"", ""title"": ""class lecture""}",medium,True,Calendar event confirmation required,synthetic_template,en,laptop_assistant
903f3e733be0,turn on study room fan,smart_home_on,"{""device"": ""fan"", ""room"": ""study room"", ""state"": ""on""}",control_smart_home_device,"{""device"": ""fan"", ""room"": ""study room"", ""state"": ""on""}",medium,False,Smart home device turned on,synthetic_template,en,laptop_assistant
361567ff892f,jarvis put display brightness at 70 percent right now,set_brightness,"{""level"": 70}",set_screen_brightness,"{""level"": 70}",low,False,Brightness set to 70%,synthetic_paraphrase_wrapper,en,laptop_assistant
54ec2a61a9af,schedule study session on Friday at 9:30 am right now,create_calendar_event,"{""date"": ""on Friday"", ""time"": ""at 9:30 am"", ""title"": ""study session""}",create_calendar_event,"{""date"": ""on Friday"", ""time"": ""at 9:30 am"", ""title"": ""study session""}",medium,True,Calendar event confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
6ba1a0a429e2,remind me to leave for class tomorrow morning when possible,set_reminder,"{""task"": ""leave for class"", ""time"": ""tomorrow morning""}",set_reminder,"{""task"": ""leave for class"", ""time"": ""tomorrow morning""}",low,False,Reminder created,synthetic_paraphrase_wrapper,en,laptop_assistant
d012df5efc70,jarvis open the budget file for me,open_file,"{""file_name"": ""budget.py""}",open_file,"{""file_name"": ""budget.py""}",medium,False,budget.py opened,synthetic_paraphrase_wrapper,en,laptop_assistant
57c13141ffa6,find meeting files in Pictures quickly,search_files,"{""file_type"": ""png"", ""folder"": ""Pictures"", ""query"": ""meeting""}",search_files,"{""file_type"": ""png"", ""folder"": ""Pictures"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_paraphrase_wrapper,en,laptop_assistant
c292e17d2291,turn on bedroom TV,smart_home_on,"{""device"": ""TV"", ""room"": ""bedroom"", ""state"": ""on""}",control_smart_home_device,"{""device"": ""TV"", ""room"": ""bedroom"", ""state"": ""on""}",medium,False,Smart home device turned on,synthetic_template,en,laptop_assistant
c7aafa283638,i need you to set living room AC to 18 degrees quickly,smart_home_set,"{""device"": ""AC"", ""room"": ""living room"", ""unit"": ""celsius"", ""value"": 18}",set_smart_home_device_value,"{""device"": ""AC"", ""room"": ""living room"", ""unit"": ""celsius"", ""value"": 18}",medium,False,living room AC set to 18°C,synthetic_paraphrase_wrapper,en,laptop_assistant
f5ad83b44722,can you search for assignment pptx files in Projects quickly,search_files,"{""file_type"": ""pptx"", ""folder"": ""Projects"", ""query"": ""assignment""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Projects"", ""query"": ""assignment""}",low,False,Search results for assignment,synthetic_paraphrase_wrapper,en,laptop_assistant
6d46275f1ce7,send an email to Nisha saying I will share the project update soon,send_email,"{""message"": ""I will share the project update soon"", ""recipient"": ""Nisha""}",send_email,"{""message"": ""I will share the project update soon"", ""recipient"": ""Nisha""}",high,True,Send email confirmation required,synthetic_template,en,laptop_assistant
a7817edc14ea,shut down Settings,close_app,"{""app"": ""settings"", ""display_name"": ""Settings""}",close_application,"{""app"": ""settings""}",medium,False,Settings handled,synthetic_template,en,laptop_assistant
607198ba31de,hey jarvis show me photo.txt when possible,open_file,"{""file_name"": ""photo.txt""}",open_file,"{""file_name"": ""photo.txt""}",medium,False,photo.txt opened,synthetic_paraphrase_wrapper,en,laptop_assistant
d6c537c11310,close Spotify,close_app,"{""app"": ""spotify"", ""display_name"": ""Spotify""}",close_application,"{""app"": ""spotify""}",medium,False,Spotify handled,synthetic_template,en,laptop_assistant
611eee73dd96,open presentation.txt,open_file,"{""file_name"": ""presentation.txt""}",open_file,"{""file_name"": ""presentation.txt""}",medium,False,presentation.txt opened,synthetic_template,en,laptop_assistant
10f61c5143e1,hey jarvis turn off bedroom speaker right now,smart_home_off,"{""device"": ""speaker"", ""room"": ""bedroom"", ""state"": ""off""}",control_smart_home_device,"{""device"": ""speaker"", ""room"": ""bedroom"", ""state"": ""off""}",medium,False,Smart home device turned off,synthetic_paraphrase_wrapper,en,laptop_assistant
aaf43db28079,jarvis find presentation files in Downloads when possible,search_files,"{""file_type"": ""py"", ""folder"": ""Downloads"", ""query"": ""presentation""}",search_files,"{""file_type"": ""py"", ""folder"": ""Downloads"", ""query"": ""presentation""}",low,False,Search results for presentation,synthetic_paraphrase_wrapper,en,laptop_assistant
6a4939a22fd8,switch wifi on,toggle_wifi,"{""enabled"": true}",toggle_wifi,"{""enabled"": true}",medium,True,Wi-Fi change confirmation required,synthetic_template,en,laptop_assistant
3f3625ec6f55,find notes files in Music,search_files,"{""file_type"": ""pptx"", ""folder"": ""Music"", ""query"": ""notes""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Music"", ""query"": ""notes""}",low,False,Search results for notes,synthetic_template,en,laptop_assistant
49122609f408,schedule project review tomorrow at 7 pm,create_calendar_event,"{""date"": ""tomorrow"", ""time"": ""at 7 pm"", ""title"": ""project review""}",create_calendar_event,"{""date"": ""tomorrow"", ""time"": ""at 7 pm"", ""title"": ""project review""}",medium,True,Calendar event confirmation required,synthetic_template,en,laptop_assistant
f09f356dbfac,look for meeting documents,search_files,"{""file_type"": ""txt"", ""folder"": ""Desktop"", ""query"": ""meeting""}",search_files,"{""file_type"": ""txt"", ""folder"": ""Desktop"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_template,en,laptop_assistant
2a85fb92b465,put display brightness at 100 percent,set_brightness,"{""level"": 100}",set_screen_brightness,"{""level"": 100}",low,False,Brightness set to 100%,synthetic_template,en,laptop_assistant
0e035a1d02b5,switch on the AC in the kitchen,smart_home_on,"{""device"": ""AC"", ""room"": ""kitchen"", ""state"": ""on""}",control_smart_home_device,"{""device"": ""AC"", ""room"": ""kitchen"", ""state"": ""on""}",medium,False,Smart home device turned on,synthetic_template,en,laptop_assistant
4c24503f4301,can you search for presentation pdf files in Videos quickly,search_files,"{""file_type"": ""pdf"", ""folder"": ""Videos"", ""query"": ""presentation""}",search_files,"{""file_type"": ""pdf"", ""folder"": ""Videos"", ""query"": ""presentation""}",low,False,Search results for presentation,synthetic_paraphrase_wrapper,en,laptop_assistant
f8d7508ac786,look for resume documents,search_files,"{""file_type"": ""zip"", ""folder"": ""Videos"", ""query"": ""resume""}",search_files,"{""file_type"": ""zip"", ""folder"": ""Videos"", ""query"": ""resume""}",low,False,Search results for resume,synthetic_template,en,laptop_assistant
264f7c7189e4,disable living room AC,smart_home_off,"{""device"": ""AC"", ""room"": ""living room"", ""state"": ""off""}",control_smart_home_device,"{""device"": ""AC"", ""room"": ""living room"", ""state"": ""off""}",medium,False,Smart home device turned off,synthetic_template,en,laptop_assistant
112ce7db73e0,search for assignment jpg files in Downloads when possible,search_files,"{""file_type"": ""jpg"", ""folder"": ""Downloads"", ""query"": ""assignment""}",search_files,"{""file_type"": ""jpg"", ""folder"": ""Downloads"", ""query"": ""assignment""}",low,False,Search results for assignment,synthetic_paraphrase_wrapper,en,laptop_assistant
df303a8615a3,could you show me mp4 files related to invoice for me,search_files,"{""file_type"": ""mp4"", ""folder"": ""Desktop"", ""query"": ""invoice""}",search_files,"{""file_type"": ""mp4"", ""folder"": ""Desktop"", ""query"": ""invoice""}",low,False,Search results for invoice,synthetic_paraphrase_wrapper,en,laptop_assistant
23e3fb90da4f,please turn on living room AC right now,smart_home_on,"{""device"": ""AC"", ""room"": ""living room"", ""state"": ""on""}",control_smart_home_device,"{""device"": ""AC"", ""room"": ""living room"", ""state"": ""on""}",medium,False,Smart home device turned on,synthetic_paraphrase_wrapper,en,laptop_assistant
6f0cbdf1b72b,i need you to can you open Firefox quickly,open_app,"{""app"": ""firefox"", ""display_name"": ""Firefox""}",open_application,"{""app"": ""firefox""}",low,False,Firefox handled,synthetic_paraphrase_wrapper,en,laptop_assistant
b53cdb2656c3,increase volume by 25 percent,increase_volume,"{""delta"": 25}",adjust_system_volume,"{""delta"": 25, ""direction"": ""up""}",low,False,Volume increased by 25%,synthetic_template,en,laptop_assistant
466f73d8c520,set volume to 15 percent,set_volume,"{""level"": 15}",set_system_volume,"{""level"": 15}",low,False,Volume set to 15%,synthetic_template,en,laptop_assistant
dc3a70877512,hey jarvis grab the current screen for me,take_screenshot,{},take_screenshot,{},low,False,Screenshot captured,synthetic_paraphrase_wrapper,en,laptop_assistant
c8ad2c869f9e,can you search for project report png files in Desktop for me,search_files,"{""file_type"": ""png"", ""folder"": ""Desktop"", ""query"": ""project report""}",search_files,"{""file_type"": ""png"", ""folder"": ""Desktop"", ""query"": ""project report""}",low,False,Search results for project report,synthetic_paraphrase_wrapper,en,laptop_assistant
8e58aa1ff253,hey jarvis jarvis set sound to 5 please,set_volume,"{""level"": 5}",set_system_volume,"{""level"": 5}",low,False,Volume set to 5%,synthetic_paraphrase_wrapper,en,laptop_assistant
3a455033b925,hey jarvis show me zip files related to photo for me,search_files,"{""file_type"": ""zip"", ""folder"": ""Projects"", ""query"": ""photo""}",search_files,"{""file_type"": ""zip"", ""folder"": ""Projects"", ""query"": ""photo""}",low,False,Search results for photo,synthetic_paraphrase_wrapper,en,laptop_assistant
9077c38a4533,i need you to show me py files related to meeting right now,search_files,"{""file_type"": ""py"", ""folder"": ""Documents"", ""query"": ""meeting""}",search_files,"{""file_type"": ""py"", ""folder"": ""Documents"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_paraphrase_wrapper,en,laptop_assistant
5bdf14b55a0a,could you switch off the lights in the bedroom please,smart_home_off,"{""device"": ""lights"", ""room"": ""bedroom"", ""state"": ""off""}",control_smart_home_device,"{""device"": ""lights"", ""room"": ""bedroom"", ""state"": ""off""}",medium,False,Smart home device turned off,synthetic_paraphrase_wrapper,en,laptop_assistant
e3cac81afd56,hey jarvis find notes files in Music please,search_files,"{""file_type"": ""jpg"", ""folder"": ""Music"", ""query"": ""notes""}",search_files,"{""file_type"": ""jpg"", ""folder"": ""Music"", ""query"": ""notes""}",low,False,Search results for notes,synthetic_paraphrase_wrapper,en,laptop_assistant
3840cdace7d9,schedule class lecture today tomorrow morning,create_calendar_event,"{""date"": ""today"", ""time"": ""tomorrow morning"", ""title"": ""class lecture""}",create_calendar_event,"{""date"": ""today"", ""time"": ""tomorrow morning"", ""title"": ""class lecture""}",medium,True,Calendar event confirmation required,synthetic_template,en,laptop_assistant
9b942aa31680,hey jarvis show me jpg files related to invoice,search_files,"{""file_type"": ""jpg"", ""folder"": ""Desktop"", ""query"": ""invoice""}",search_files,"{""file_type"": ""jpg"", ""folder"": ""Desktop"", ""query"": ""invoice""}",low,False,Search results for invoice,synthetic_paraphrase_wrapper,en,laptop_assistant
6ed36f28a63d,remind me to submit assignment at 7 pm,set_reminder,"{""task"": ""submit assignment"", ""time"": ""at 7 pm""}",set_reminder,"{""task"": ""submit assignment"", ""time"": ""at 7 pm""}",low,False,Reminder created,synthetic_template,en,laptop_assistant
7006b5780927,could you search for meeting txt files in Desktop when possible,search_files,"{""file_type"": ""txt"", ""folder"": ""Desktop"", ""query"": ""meeting""}",search_files,"{""file_type"": ""txt"", ""folder"": ""Desktop"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_paraphrase_wrapper,en,laptop_assistant
d442cba99f41,jarvis show me pptx files related to invoice quickly,search_files,"{""file_type"": ""pptx"", ""folder"": ""Music"", ""query"": ""invoice""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Music"", ""query"": ""invoice""}",low,False,Search results for invoice,synthetic_paraphrase_wrapper,en,laptop_assistant
2a856c646404,install pirated software,unsupported_request,"{""reason"": ""unsafe_or_unsupported""}",unsupported_request,"{""reason"": ""unsafe_or_unsupported""}",none,False,Request refused,synthetic_template,en,laptop_assistant
87bea09d8a68,jarvis save a screenshot when possible,take_screenshot,{},take_screenshot,{},low,False,Screenshot captured,synthetic_paraphrase_wrapper,en,laptop_assistant
ccaee1cd60c5,show me py files related to photo,search_files,"{""file_type"": ""py"", ""folder"": ""Projects"", ""query"": ""photo""}",search_files,"{""file_type"": ""py"", ""folder"": ""Projects"", ""query"": ""photo""}",low,False,Search results for photo,synthetic_template,en,laptop_assistant
68c217d34321,find project report files in Documents,search_files,"{""file_type"": ""pdf"", ""folder"": ""Documents"", ""query"": ""project report""}",search_files,"{""file_type"": ""pdf"", ""folder"": ""Documents"", ""query"": ""project report""}",low,False,Search results for project report,synthetic_template,en,laptop_assistant
e4ef5ba0e4a7,i need you to remind me to call mom next Monday quickly,set_reminder,"{""task"": ""call mom"", ""time"": ""next Monday""}",set_reminder,"{""task"": ""call mom"", ""time"": ""next Monday""}",low,False,Reminder created,synthetic_paraphrase_wrapper,en,laptop_assistant
2109caafe19f,could you search for assignment png files in Screenshots,search_files,"{""file_type"": ""png"", ""folder"": ""Screenshots"", ""query"": ""assignment""}",search_files,"{""file_type"": ""png"", ""folder"": ""Screenshots"", ""query"": ""assignment""}",low,False,Search results for assignment,synthetic_paraphrase_wrapper,en,laptop_assistant
c15c402ac0b6,please what is on my calendar next week right now,check_calendar,"{""date"": ""next week""}",check_calendar,"{""date"": ""next week""}",low,False,Calendar checked for next week,synthetic_paraphrase_wrapper,en,laptop_assistant
2b30d4d07d06,hey jarvis schedule birthday call next week tonight when possible,create_calendar_event,"{""date"": ""next week"", ""time"": ""tonight"", ""title"": ""birthday call""}",create_calendar_event,"{""date"": ""next week"", ""time"": ""tonight"", ""title"": ""birthday call""}",medium,True,Calendar event confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
7e8cf3128a34,search for presentation pdf files in Desktop,search_files,"{""file_type"": ""pdf"", ""folder"": ""Desktop"", ""query"": ""presentation""}",search_files,"{""file_type"": ""pdf"", ""folder"": ""Desktop"", ""query"": ""presentation""}",low,False,Search results for presentation,synthetic_template,en,laptop_assistant
c1b075a3880c,can you put display brightness at 60 percent when possible,set_brightness,"{""level"": 60}",set_screen_brightness,"{""level"": 60}",low,False,Brightness set to 60%,synthetic_paraphrase_wrapper,en,laptop_assistant
61e5f39e5a92,open the resume file for me,open_file,"{""file_name"": ""resume.mp4""}",open_file,"{""file_name"": ""resume.mp4""}",medium,False,resume.mp4 opened,synthetic_paraphrase_wrapper,en,laptop_assistant
afbe0290955f,jarvis search for script docx files in Documents please,search_files,"{""file_type"": ""docx"", ""folder"": ""Documents"", ""query"": ""script""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Documents"", ""query"": ""script""}",low,False,Search results for script,synthetic_paraphrase_wrapper,en,laptop_assistant
005412c01d45,open the invoice file,open_file,"{""file_name"": ""invoice.jpg""}",open_file,"{""file_name"": ""invoice.jpg""}",medium,False,invoice.jpg opened,synthetic_template,en,laptop_assistant
22b30799169b,am i free tomorrow,check_calendar,"{""date"": ""tomorrow""}",check_calendar,"{""date"": ""tomorrow""}",low,False,Calendar checked for tomorrow,synthetic_template,en,laptop_assistant
26e09e0eaca9,please switch on the TV in the study room,smart_home_on,"{""device"": ""TV"", ""room"": ""study room"", ""state"": ""on""}",control_smart_home_device,"{""device"": ""TV"", ""room"": ""study room"", ""state"": ""on""}",medium,False,Smart home device turned on,synthetic_paraphrase_wrapper,en,laptop_assistant
7b54853e3b2a,could you search for invoice pptx files in Projects,search_files,"{""file_type"": ""pptx"", ""folder"": ""Projects"", ""query"": ""invoice""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Projects"", ""query"": ""invoice""}",low,False,Search results for invoice,synthetic_paraphrase_wrapper,en,laptop_assistant
8b4181d5fd3d,hey jarvis send an email to Professor Sharma saying I will share the budget file soon quickly,send_email,"{""message"": ""I will share the budget file soon"", ""recipient"": ""Professor Sharma""}",send_email,"{""message"": ""I will share the budget file soon"", ""recipient"": ""Professor Sharma""}",high,True,Send email confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
f096709c89ff,jarvis look for meeting documents please,search_files,"{""file_type"": ""docx"", ""folder"": ""Screenshots"", ""query"": ""meeting""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Screenshots"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_paraphrase_wrapper,en,laptop_assistant
2bab1f96756a,switch on the TV in the living room,smart_home_on,"{""device"": ""TV"", ""room"": ""living room"", ""state"": ""on""}",control_smart_home_device,"{""device"": ""TV"", ""room"": ""living room"", ""state"": ""on""}",medium,False,Smart home device turned on,synthetic_template,en,laptop_assistant
06ea87d3190e,please show me xlsx files related to assignment,search_files,"{""file_type"": ""xlsx"", ""folder"": ""Music"", ""query"": ""assignment""}",search_files,"{""file_type"": ""xlsx"", ""folder"": ""Music"", ""query"": ""assignment""}",low,False,Search results for assignment,synthetic_paraphrase_wrapper,en,laptop_assistant
79319940608d,please make the volume 25 when possible,set_volume,"{""level"": 25}",set_system_volume,"{""level"": 25}",low,False,Volume set to 25%,synthetic_paraphrase_wrapper,en,laptop_assistant
c90a1fcba6b0,send an email to Professor Sharma saying I will share the budget file soon,send_email,"{""message"": ""I will share the budget file soon"", ""recipient"": ""Professor Sharma""}",send_email,"{""message"": ""I will share the budget file soon"", ""recipient"": ""Professor Sharma""}",high,True,Send email confirmation required,synthetic_template,en,laptop_assistant
25a14fc6cd12,can you open the budget file quickly,open_file,"{""file_name"": ""budget.zip""}",open_file,"{""file_name"": ""budget.zip""}",medium,False,budget.zip opened,synthetic_paraphrase_wrapper,en,laptop_assistant
53241302c22b,could you turn brightness up by 10 for me,increase_brightness,"{""delta"": 10}",adjust_screen_brightness,"{""delta"": 10, ""direction"": ""up""}",low,False,Brightness increased by 10%,synthetic_paraphrase_wrapper,en,laptop_assistant
610bc25fe69b,could you delete presentation.txt when possible,delete_file,"{""file_name"": ""presentation.txt""}",delete_file,"{""file_name"": ""presentation.txt""}",high,True,Delete confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
12e3d026ac4f,please search for budget jpg files in Screenshots quickly,search_files,"{""file_type"": ""jpg"", ""folder"": ""Screenshots"", ""query"": ""budget""}",search_files,"{""file_type"": ""jpg"", ""folder"": ""Screenshots"", ""query"": ""budget""}",low,False,Search results for budget,synthetic_paraphrase_wrapper,en,laptop_assistant
5433f89049c3,look for photo documents,search_files,"{""file_type"": ""zip"", ""folder"": ""Videos"", ""query"": ""photo""}",search_files,"{""file_type"": ""zip"", ""folder"": ""Videos"", ""query"": ""photo""}",low,False,Search results for photo,synthetic_template,en,laptop_assistant
91551cdbf339,can you count down 30 minutes right now,start_timer,"{""duration"": ""30 minutes""}",start_timer,"{""duration"": ""30 minutes""}",low,False,Timer set for 30 minutes,synthetic_paraphrase_wrapper,en,laptop_assistant
c15a59c2970e,add call back tomorrow to shopping list,append_note,"{""content"": ""call back tomorrow"", ""title"": ""shopping list""}",append_to_note,"{""content"": ""call back tomorrow"", ""title"": ""shopping list""}",low,False,Note shopping list updated,synthetic_paraphrase_wrapper,en,laptop_assistant
faec1c6c14c2,search for project report mp4 files in Screenshots,search_files,"{""file_type"": ""mp4"", ""folder"": ""Screenshots"", ""query"": ""project report""}",search_files,"{""file_type"": ""mp4"", ""folder"": ""Screenshots"", ""query"": ""project report""}",low,False,Search results for project report,synthetic_template,en,laptop_assistant
13fa13fb8d3e,jarvis search for budget py files in Documents when possible,search_files,"{""file_type"": ""py"", ""folder"": ""Documents"", ""query"": ""budget""}",search_files,"{""file_type"": ""py"", ""folder"": ""Documents"", ""query"": ""budget""}",low,False,Search results for budget,synthetic_paraphrase_wrapper,en,laptop_assistant
8567e0d86b09,please what is on my calendar on 25 June for me,check_calendar,"{""date"": ""on 25 June""}",check_calendar,"{""date"": ""on 25 June""}",low,False,Calendar checked for on 25 June,synthetic_paraphrase_wrapper,en,laptop_assistant
6fa1de8206a8,volume 50 percent,set_volume,"{""level"": 50}",set_system_volume,"{""level"": 50}",low,False,Volume set to 50%,synthetic_template,en,laptop_assistant
6f4ab84d8889,hey jarvis search for script docx files in Documents quickly,search_files,"{""file_type"": ""docx"", ""folder"": ""Documents"", ""query"": ""script""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Documents"", ""query"": ""script""}",low,False,Search results for script,synthetic_paraphrase_wrapper,en,laptop_assistant
a1fed561951c,schedule doctor appointment on Friday in 20 minutes,create_calendar_event,"{""date"": ""on Friday"", ""time"": ""in 20 minutes"", ""title"": ""doctor appointment""}",create_calendar_event,"{""date"": ""on Friday"", ""time"": ""in 20 minutes"", ""title"": ""doctor appointment""}",medium,True,Calendar event confirmation required,synthetic_template,en,laptop_assistant
3aaa36a60a20,make the volume 15,set_volume,"{""level"": 15}",set_system_volume,"{""level"": 15}",low,False,Volume set to 15%,synthetic_template,en,laptop_assistant
